Species_rep	Phylum	Class	Order	Family	Genus	Species
MGYG-HGUT-00208	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium	Eubacterium ventriosum
MGYG-HGUT-00254	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter splanchnicus
MGYG-HGUT-00088	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus lutetiensis
MGYG-HGUT-02469	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium breve
MGYG-HGUT-00159	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Sellimonas	Sellimonas intestinalis
MGYG-HGUT-00091	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Achromobacter	Achromobacter xylosoxidans
MGYG-HGUT-01714	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus catus
MGYG-HGUT-00092	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7160	
MGYG-HGUT-00090	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	
MGYG-HGUT-00093	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella grimontii
MGYG-HGUT-00094	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-01547	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Emergencia	Emergencia timonensis
MGYG-HGUT-00095	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	GCA-900066755	
MGYG-HGUT-02351	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella michiganensis
MGYG-HGUT-00096	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	
MGYG-HGUT-00097	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus animalis
MGYG-HGUT-02511	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella variicola
MGYG-HGUT-01712	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus	Bacillus thuringiensis
MGYG-HGUT-02401	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium freudenreichii
MGYG-HGUT-00100	Firmicutes_C	Negativicutes	Selenomonadales	Massilibacillaceae		
MGYG-HGUT-00101	Actinobacteriota	Actinobacteria	Actinomycetales	Micrococcaceae	Micrococcus	Micrococcus luteus
MGYG-HGUT-01362	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus anginosus
MGYG-HGUT-01474	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp000821305
MGYG-HGUT-00107	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca
MGYG-HGUT-00115	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	
MGYG-HGUT-02386	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum
MGYG-HGUT-00108	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter freundii
MGYG-HGUT-00109	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
MGYG-HGUT-00111	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes
MGYG-HGUT-00112	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp900323545
MGYG-HGUT-00114	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
MGYG-HGUT-00113	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius
MGYG-HGUT-00116	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	
MGYG-HGUT-02459	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis
MGYG-HGUT-00117	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella sp003150885
MGYG-HGUT-00118	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
MGYG-HGUT-00119	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp000432195
MGYG-HGUT-00120	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus harei
MGYG-HGUT-00121	Firmicutes_A	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium callanderi
MGYG-HGUT-00122	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis
MGYG-HGUT-01551	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter massiliensis
MGYG-HGUT-01385	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes indistinctus
MGYG-HGUT-01529	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Gabonibacter	Gabonibacter massiliensis
MGYG-HGUT-00123	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp001304935
MGYG-HGUT-00124	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter pasteurii
MGYG-HGUT-00125	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium tyrobutyricum
MGYG-HGUT-00126	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae		
MGYG-HGUT-00127	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7096	
MGYG-HGUT-01562	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes timonensis
MGYG-HGUT-02417	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium edouardi
MGYG-HGUT-00128	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
MGYG-HGUT-00129	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Marseille-P4683	Marseille-P4683 sp900232885
MGYG-HGUT-02290	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Sellimonas	Sellimonas sp002161525
MGYG-HGUT-00130	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus	
MGYG-HGUT-00131	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	Anaerotruncus rubiinfantis
MGYG-HGUT-01393	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Hafnia	Hafnia paralvei
MGYG-HGUT-00134	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	KLE1796	KLE1796 sp001580115
MGYG-HGUT-00135	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Murimonas	Murimonas intestini
MGYG-HGUT-00136	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter sp000434275
MGYG-HGUT-00137	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7160	
MGYG-HGUT-02298	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp000436615
MGYG-HGUT-00138	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides johnsonii
MGYG-HGUT-00162	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus durans
MGYG-HGUT-00145	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	
MGYG-HGUT-02445	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Clostridium	Clostridium sp003024715
MGYG-HGUT-01489	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides goldsteinii
MGYG-HGUT-00148	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	Tyzzerella nexilis
MGYG-HGUT-01689	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia producta
MGYG-HGUT-02268	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Absiella	
MGYG-HGUT-00152	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	
MGYG-HGUT-00153	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-45	CAG-45 sp000438375
MGYG-HGUT-00232	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-00155	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella confusa
MGYG-HGUT-02328	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Clostridium	Clostridium asparagiforme
MGYG-HGUT-00156	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp002232035
MGYG-HGUT-01349	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula
MGYG-HGUT-01391	Bacteroidota	Bacteroidia	Bacteroidales	Coprobacteraceae	Coprobacter	Coprobacter fastidiosus
MGYG-HGUT-00157	Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Paeniclostridium	Paeniclostridium sordellii
MGYG-HGUT-00158	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-00160	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-00161	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus amylovorus
MGYG-HGUT-03686	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	ER4	ER4 sp000765235
MGYG-HGUT-02293	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri
MGYG-HGUT-01711	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella biformis
MGYG-HGUT-03692	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp002232035
MGYG-HGUT-00166	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus fermentum
MGYG-HGUT-02284	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas funiformis
MGYG-HGUT-00200	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	
MGYG-HGUT-00246	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pasteurianus
MGYG-HGUT-00163	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus asini
MGYG-HGUT-02365	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudolongum
MGYG-HGUT-00164	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
MGYG-HGUT-00236	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis
MGYG-HGUT-01493	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Clostridium	Clostridium bolteae
MGYG-HGUT-00211	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides intestinalis
MGYG-HGUT-00167	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp002232035
MGYG-HGUT-03682	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium lactatiformans
MGYG-HGUT-00174	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	
MGYG-HGUT-00165	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea sp900086625
MGYG-HGUT-01352	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Absiella	Absiella sp000165065
MGYG-HGUT-00256	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella sp000752675
MGYG-HGUT-02447	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Dakarella	
MGYG-HGUT-00190	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-127	CAG-127 sp900319515
MGYG-HGUT-00169	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium	Eubacterium sp000432355
MGYG-HGUT-00168	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	
MGYG-HGUT-02540	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	Paraprevotella clara
MGYG-HGUT-02291	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae		
MGYG-HGUT-00170	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp900240235
MGYG-HGUT-00171	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp900120195
MGYG-HGUT-02449	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	
MGYG-HGUT-01313	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii
MGYG-HGUT-00172	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Clostridium	Clostridium lavalense
MGYG-HGUT-03703	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-00173	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium moorei
MGYG-HGUT-01439	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	Tyzzerella sp000411335
MGYG-HGUT-02470	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides intestinalis
MGYG-HGUT-00176	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena orotica
MGYG-HGUT-00177	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum sp000436415
MGYG-HGUT-00178	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	
MGYG-HGUT-00180	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-00233	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	CAG-81	CAG-81 sp900066785
MGYG-HGUT-00181	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA9414	
MGYG-HGUT-01320	Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridium	Clostridium hiranonis
MGYG-HGUT-00182	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	
MGYG-HGUT-00183	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	Butyricimonas sp002161485
MGYG-HGUT-00184	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	
MGYG-HGUT-02517	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia hominis
MGYG-HGUT-00186	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	
MGYG-HGUT-00187	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp003537285
MGYG-HGUT-00188	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-03693	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides plebeius
MGYG-HGUT-00191	Firmicutes	Bacilli	Bacillales	Bacillaceae_C	Bacillus	Bacillus coagulans
MGYG-HGUT-00192	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania filiformis
MGYG-HGUT-01306	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides coprocola
MGYG-HGUT-00229	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea sp000433215
MGYG-HGUT-00197	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-00194	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA9502	
MGYG-HGUT-00195	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii
MGYG-HGUT-02294	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp002232035
MGYG-HGUT-01421	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dielma	Dielma fastidiosa
MGYG-HGUT-02280	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA9502	
MGYG-HGUT-02545	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii
MGYG-HGUT-03700	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-00269	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	
MGYG-HGUT-00202	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
MGYG-HGUT-00250	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	TF01-11	TF01-11 sp001414325
MGYG-HGUT-00204	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium	Eubacterium sp000435815
MGYG-HGUT-01299	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Absiella	Absiella dolichum
MGYG-HGUT-01444	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica
MGYG-HGUT-00207	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp002232035
MGYG-HGUT-00209	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium	Eubacterium sp003491505
MGYG-HGUT-00210	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-02357	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis
MGYG-HGUT-00213	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	
MGYG-HGUT-00214	Firmicutes_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar
MGYG-HGUT-00215	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella stercorea
MGYG-HGUT-00216	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	
MGYG-HGUT-02410	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Provencibacterium	Provencibacterium massiliense
MGYG-HGUT-00218	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus sp900291475
MGYG-HGUT-00219	Firmicutes_A	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium limosum
MGYG-HGUT-00220	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae		
MGYG-HGUT-00221	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides bouchesdurhonensis
MGYG-HGUT-00222	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	
MGYG-HGUT-00260	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-00223	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Absiella	
MGYG-HGUT-01310	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena lactaris
MGYG-HGUT-00224	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp003545565
MGYG-HGUT-02286	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia sp000436935
MGYG-HGUT-00225	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duodenibacillus	
MGYG-HGUT-00226	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
MGYG-HGUT-00227	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sonorensis
MGYG-HGUT-00228	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp002232035
MGYG-HGUT-00230	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus petauri
MGYG-HGUT-00243	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides massiliensis
MGYG-HGUT-01387	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Senegalimassilia	Senegalimassilia anaerobia
MGYG-HGUT-00280	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
MGYG-HGUT-02500	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae
MGYG-HGUT-00234	Firmicutes	Bacilli	Lactobacillales	Vagococcaceae	Vagococcus	Vagococcus teuberi
MGYG-HGUT-00235	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter kobei
MGYG-HGUT-00237	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-01705	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter portucalensis
MGYG-HGUT-00240	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Absiella	
MGYG-HGUT-00239	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-00241	Desulfobacterota_A	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	
MGYG-HGUT-00242	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Clostridium	Clostridium sp000431375
MGYG-HGUT-00244	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Catenibacterium	Catenibacterium sp000437715
MGYG-HGUT-02486	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium varium
MGYG-HGUT-00245	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	
MGYG-HGUT-01379	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena	Faecalicatena glycyrrhizinilyticum
MGYG-HGUT-03697	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri
MGYG-HGUT-01704	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia hansenii
MGYG-HGUT-02485	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium mortiferum
MGYG-HGUT-01316	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	Mitsuokella multacida
MGYG-HGUT-00247	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella intestinalis
MGYG-HGUT-01305	Firmicutes_A	Clostridia	Eubacteriales	Anaerofustaceae	Anaerofustis	Anaerofustis stercorihominis
MGYG-HGUT-02347	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus anginosus
MGYG-HGUT-00248	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella cibaria
MGYG-HGUT-01342	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gordonii
MGYG-HGUT-02296	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp000479315
MGYG-HGUT-00253	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella sp002299315
MGYG-HGUT-02483	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Clostridium	Clostridium saccharolyticum
MGYG-HGUT-02287	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	
MGYG-HGUT-00257	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp002232035
MGYG-HGUT-01440	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus intestini
MGYG-HGUT-00259	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA9502	
MGYG-HGUT-00261	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-00264	Firmicutes	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium	
MGYG-HGUT-00266	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp002232035
MGYG-HGUT-00267	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	CAG-536	CAG-536 sp000434355
MGYG-HGUT-00270	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
MGYG-HGUT-00272	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000434515
MGYG-HGUT-00273	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides coprophilus
MGYG-HGUT-00274	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA9502	UBA9502 sp003506385
MGYG-HGUT-00275	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp002232035
MGYG-HGUT-00276	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Caecibacter	
