BACT	Phylum	Class	Order	Family	Genus	Species	Strain
BACT_482	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio vulgaris	Desulfovibrio vulgaris str. Hildenborough
BACT_1163	Cyanobacteria		Chroococcales		Synechococcus	Synechococcus sp. WH 8102	Synechococcus sp. WH 8102
BACT_909	Cyanobacteria		Prochlorales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus	Prochlorococcus marinus subsp. pastoris str. CCMP1986
BACT_375	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	Clostridium botulinum A2 str. Kyoto
BACT_689	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Laribacter	Laribacter hongkongensis	Laribacter hongkongensis HLHK9
BACT_460	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus deserti	Deinococcus deserti VCD115
BACT_871	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Persephonella	Persephonella marina	Persephonella marina EX-H1
BACT_241	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira hyodysenteriae	Brachyspira hyodysenteriae WA1
BACT_76	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Anaplasma	Anaplasma marginale	Anaplasma marginale str. Florida
BACT_1194	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotoga	Thermotoga neapolitana	Thermotoga neapolitana DSM 4359
BACT_129	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus Q1
BACT_138	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cytotoxicus	Bacillus cytotoxicus NVH 391-98
BACT_607	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter diazotrophicus	Gluconacetobacter diazotrophicus PA1 5
BACT_440	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	Coxiella burnetii	Coxiella burnetii Dugway 5J108-111
BACT_233	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella garinii	Borrelia garinii Far04
BACT_235	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella garinii	Borrelia garinii PBr
BACT_310	Candidatus Cloacimonetes				Candidatus Cloacimonas	Candidatus Cloacimonas acidaminovorans	Candidatus Cloacimonas acidaminovorans
BACT_109	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus AH820
BACT_123	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus G9842
BACT_1209	Elusimicrobia					uncultured Termite group 1 bacterium	uncultured Termite group 1 bacterium phylotype Rs-D17
BACT_1282	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis	Zymomonas mobilis subsp. mobilis ATCC 10988
BACT_805	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	Neisseria gonorrhoeae NCCP11945
BACT_993	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia massiliae	Rickettsia massiliae MTU5
BACT_384	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	Clostridium botulinum F str. Langeland
BACT_179	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	Bacteroides fragilis YCH46
BACT_651	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineococcus	Kineococcus radiotolerans	Kineococcus radiotolerans SRS30216 = ATCC BAA-149
BACT_868	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Pelodictyon	Pelodictyon luteolum	Chlorobium luteolum DSM 273
BACT_271	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia mallei	Burkholderia mallei ATCC 10399
BACT_274	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei	Burkholderia pseudomallei S13
BACT_1238	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio antiquarius	Vibrio antiquarius
BACT_920	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	Pseudomonas aeruginosa 2192
BACT_269	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia dolosa	Burkholderia dolosa AU0158
BACT_885	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp. MED152	Polaribacter sp. MED152
BACT_783	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	Mycobacterium tuberculosis str. Haarlem
BACT_1286	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. Mg1	Streptomyces sp. Mg1
BACT_369	Firmicutes	Clostridia	Clostridiales			Clostridiales bacterium 1_7_47FAA	Clostridiales bacterium 1_7_47FAA
BACT_629	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pullorum	Helicobacter pullorum MIT 98-5489
BACT_762	Cyanobacteria		Oscillatoriales		Coleofasciculus	Coleofasciculus chthonoplastes	Coleofasciculus chthonoplastes PCC 7420
BACT_248	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas sp. BAL3	Brevundimonas sp. BAL3
BACT_1156	Cyanobacteria		Chroococcales		Synechococcus	Synechococcus sp. PCC 7335	Synechococcus sp. PCC 7335
BACT_51	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	Alcanivorax sp. DG881	Alcanivorax sp. DG881
BACT_446	Cyanobacteria		Chroococcales		Cyanobium	Cyanobium sp. PCC 7001	Cyanobium sp. PCC 7001
BACT_837	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Octadecabacter	Octadecabacter antarcticus	Octadecabacter antarcticus 307
BACT_1216	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales			Verrucomicrobiae bacterium DG1235	Verrucomicrobiae bacterium DG1235
BACT_581	Proteobacteria	Gammaproteobacteria				gamma proteobacterium HTCC5015	gamma proteobacterium HTCC5015
BACT_836	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Octadecabacter	Octadecabacter arcticus	Octadecabacter arcticus 238
BACT_317	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. HTCC7211	Candidatus Pelagibacter sp. HTCC7211
BACT_674	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus jensenii	Lactobacillus jensenii 1153
BACT_299	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas	Sulfurimonas gotlandica	Sulfurimonas gotlandica GD1
BACT_970	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		Rhodobacteraceae bacterium HTCC2083	Rhodobacteraceae bacterium HTCC2083
BACT_974	Proteobacteria	Alphaproteobacteria	Rhodobacterales			Rhodobacterales bacterium Y4I	Rhodobacterales bacterium Y4I
BACT_208	Proteobacteria	Betaproteobacteria	Methylophilales			beta proteobacterium KB13	beta proteobacterium KB13
BACT_941	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudovibrio	Pseudovibrio sp. JE062	Pseudovibrio sp. JE062
BACT_1019	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria sp. R11	Ruegeria sp. R11
BACT_328	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobacter	Caldanaerobacter subterraneus	Caldanaerobacter subterraneus subsp. pacificus DSM 12653
BACT_733	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae		marine gamma proteobacterium HTCC2148	marine gamma proteobacterium HTCC2148
BACT_734	Thermotogae	Thermotogae	Petrotogales		Marinitoga	Marinitoga piezophila	Marinitoga piezophila KA3
BACT_1009	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter	Roseobacter sp. GAI101	Roseobacter sp. GAI101
BACT_757	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga	Methylophaga thiooxydans	Methylophaga thiooxydans DMS010
BACT_533	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia sp. 3_2_53FAA	Escherichia sp. 3_2_53FAA
BACT_518	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus gallinarum	Enterococcus gallinarum EG2
BACT_511	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus casseliflavus	Enterococcus casseliflavus EC10
BACT_250	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella abortus	Brucella abortus bv. 3 str. Tulya
BACT_256	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella pinnipedialis	Brucella pinnipedialis B2/94
BACT_251	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella ceti	Brucella ceti M644/93/1
BACT_660	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Labrenzia	Labrenzia alexandrii	Labrenzia alexandrii DFL-11
BACT_969	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		Rhodobacteraceae bacterium KLH11	Rhodobacteraceae bacterium KLH11
BACT_582	Proteobacteria	Gammaproteobacteria				gamma proteobacterium NOR5-3	gamma proteobacterium NOR5-3
BACT_583	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Luminiphilus	Luminiphilus syltensis	Luminiphilus syltensis NOR5-1B
BACT_564	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium mortiferum	Fusobacterium mortiferum ATCC 9817
BACT_569	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium periodonticum	Fusobacterium periodonticum 2_1_31
BACT_573	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	Fusobacterium nucleatum subsp. vincentii 4_1_13
BACT_574	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	Fusobacterium nucleatum subsp. animalis 7_1
BACT_366	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Citrobacter sp. 30_2	Citrobacter sp. 30_2
BACT_410	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. 7_2_43FAA	Clostridium sp. 7_2_43FAA
BACT_625	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter bilis	Helicobacter bilis ATCC 43879
BACT_633	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter winghamensis	Helicobacter winghamensis ATCC BAA-430
BACT_846	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	Oxalobacter formigenes	Oxalobacter formigenes HOxBLS
BACT_847	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	Oxalobacter formigenes	Oxalobacter formigenes OXCC13
BACT_191	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 4_3_47FAA	Bacteroides sp. 4_3_47FAA
BACT_769	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Coprobacillus sp. D7	Coprobacillus sp. D7
BACT_1099	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas sp. SKA14	Stenotrophomonas sp. SKA14
BACT_255	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella neotomae	Brucella neotomae 5K33
BACT_254	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis	Brucella melitensis bv. 3 str. Ether
BACT_764	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora sp. ATCC 39149	Micromonospora sp. ATCC 39149
BACT_257	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella sp. F5/99	Brucella sp. F5/99
BACT_190	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 3_2_5	Bacteroides sp. 3_2_5
BACT_184	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 1_1_6	Bacteroides sp. 1_1_6
BACT_578	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium varium	Fusobacterium varium ATCC 27725
BACT_1024	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. 5_1_39BFAA	Ruminococcus sp. 5_1_39BFAA
BACT_258	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella suis	Brucella suis bv. 4 str. 40
BACT_991	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia endosymbiont of Ixodes scapularis	Rickettsia endosymbiont of Ixodes scapularis
BACT_364	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Citreicella	Citreicella sp. SE45	Citreicella sp. SE45
BACT_1074	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria lacuscaerulensis	Silicibacter lacuscaerulensis ITI-1157
BACT_1164	Cyanobacteria		Chroococcales		Synechococcus	Synechococcus sp. WH 8109	Synechococcus sp. WH 8109
BACT_1170	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Thalassobium	Thalassobium sp. R2A62	Thalassobium sp. R2A62
BACT_676	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus jensenii	Lactobacillus jensenii 27-2-CHN
BACT_664	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus coleohominis	Lactobacillus coleohominis 101-4-CHN
BACT_1118	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. 2_1_36FAA	Streptococcus sp. 2_1_36FAA
BACT_25	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter calcoaceticus	Acinetobacter calcoaceticus RUH2202
BACT_26	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter johnsonii	Acinetobacter johnsonii SH046
BACT_27	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter junii	Acinetobacter junii SH205
BACT_28	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter lwoffii	Acinetobacter lwoffii SH145
BACT_185	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 2_1_16	Bacteroides sp. 2_1_16
BACT_186	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 2_1_22	Bacteroides sp. 2_1_22
BACT_187	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 2_1_33B	Bacteroides sp. 2_1_33B
BACT_189	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. 3_1_33FAA	Bacteroides sp. 3_1_33FAA
BACT_571	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	Fusobacterium nucleatum subsp. vincentii 3_1_36A2
BACT_853	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Parabacteroides sp. D13	Parabacteroides sp. D13
BACT_22	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	Acinetobacter baumannii ATCC 19606 = CIP 70.34 = JCM 6841
BACT_665	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus crispatus	Lactobacillus crispatus MV-3A-US
BACT_677	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus jensenii	Lactobacillus jensenii SJ-7A-US
BACT_570	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	Fusobacterium nucleatum subsp. animalis 3_1_33
BACT_32	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter nosocomialis	Acinetobacter sp. RUH2624
BACT_667	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus fermentum	Lactobacillus fermentum 28-3-CHN
BACT_613	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella elegans	Granulicatella elegans ATCC 700633
BACT_626	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter canadensis	Helicobacter canadensis MIT 98-5491
BACT_59	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae		alpha proteobacterium HIMB114	alpha proteobacterium HIMB114
BACT_516	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium	Enterococcus faecium DO
BACT_1266	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xylella	Xylella fastidiosa	Xylella fastidiosa Dixon
BACT_726	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	Magnetospirillum magnetotacticum	Magnetospirillum magnetotacticum MS-1
BACT_567	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum	Fusobacterium nucleatum subsp. vincentii ATCC 49256
BACT_997	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia sibirica	Rickettsia sibirica 246
BACT_34	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus pleuropneumoniae	Actinobacillus pleuropneumoniae serovar 1 str. 4074
BACT_859	Firmicutes	Bacilli	Bacillales	Pasteuriaceae	Pasteuria	Pasteuria nishizawae	Pasteuria nishizawae str. North American
BACT_618	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae	Haemophilus influenzae R2866
BACT_717	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	Listeria monocytogenes serotype 4b str. H7858
BACT_443	Cyanobacteria		Chroococcales		Crocosphaera	Crocosphaera watsonii	Crocosphaera watsonii WH 8501
BACT_122	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	Bacillus cereus G9241
BACT_484	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas acetoxidans	Desulfuromonas acetoxidans DSM 684
BACT_298	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter upsaliensis	Campylobacter upsaliensis RM3195
BACT_1249	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Drosophila ananassae	Wolbachia endosymbiont of Drosophila ananassae
BACT_1251	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Drosophila simulans	Wolbachia endosymbiont of Drosophila simulans
BACT_247	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium linens	Brevibacterium linens BL2
BACT_502	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis	Ehrlichia chaffeensis str. Sapulpa
BACT_159	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	Bacillus thuringiensis serovar israelensis ATCC 35646
BACT_1102	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	Streptococcus agalactiae 18RS21
BACT_1103	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	Streptococcus agalactiae 515
BACT_1104	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	Streptococcus agalactiae CJB111
BACT_1105	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	Streptococcus agalactiae COH1
BACT_1106	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	Streptococcus agalactiae H36B
BACT_954	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum	Ralstonia solanacearum UW551
BACT_1268	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia bercovieri	Yersinia bercovieri ATCC 43970
BACT_1273	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia mollaretii	Yersinia mollaretii ATCC 43969
BACT_1270	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia frederiksenii	Yersinia frederiksenii ATCC 33641
BACT_1271	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia intermedia	Yersinia intermedia ATCC 29909
BACT_1012	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	Roseovarius nubinhibens	Roseovarius nubinhibens ISM
BACT_1140	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter sp. NAS-14.1	Sulfitobacter sp. NAS-14.1
BACT_1100	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Stigmatella	Stigmatella aurantiaca	Stigmatella aurantiaca DW4/3-1
BACT_645	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Janibacter	Janibacter sp. HTCC2649	Janibacter sp. HTCC2649
BACT_832	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudooceanicola	Pseudooceanicola batsensis	Pseudooceanicola batsensis HTCC2597
BACT_831	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Oceanicaulis	Oceanicaulis sp. HTCC2633	Oceanicaulis sp. HTCC2633
BACT_1242	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio splendidus	Vibrio splendidus 12B01
BACT_719	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella	Loktanella vestfoldensis	Loktanella vestfoldensis SKA53
BACT_973	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Maritimibacter	Maritimibacter alkaliphilus	Maritimibacter alkaliphilus HTCC2654
BACT_856	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Parvularcula	Parvularcula bermudensis	Parvularcula bermudensis HTCC2503
BACT_1013	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	Roseovarius sp. 217	Roseovarius sp. 217
BACT_525	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter sp. NAP1	Erythrobacter sp. NAP1
